configuration_accession,modality,modality_count,lab,submitted_by,award_component,file_set_accession,assay_term,preferred_assay_titles,aliases,raw_seqspec_version,normalized_seqspec_version,requested_reads,requested_reads_total,expected_fastq_count,supplied_fastq_count,controlled_access,report_path,run_status,pass_count,warning_count,error_count,interpretation_count
IGVFFI4848OKGY,atac,1,"Ryan Corces, Gladstone Institute UCSF",Ryan Corces,mapping,IGVFDS4588IWPR,single-nucleus ATAC-seq,10x multiome,,0.3.0,0.4.0,10000,40000,4,4,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI4848OKGY/atac.json,cached,18,2,0,5
IGVFFI4849DZQQ,rna,1,"Jason Buenrostro, Broad",Siddarth Wekhande,mapping,IGVFDS7919DUHD,single-cell RNA sequencing assay,SHARE-seq,buenrostro-bernstein:SS-LS_1400_seqspec_fixed,0.3.0,0.4.0,10000,20000,2,2,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI4849DZQQ/rna.json,cached,14,6,0,8
IGVFFI4851ECLV,atac,1,"Jason Buenrostro, Broad",Siddarth Wekhande,mapping,IGVFDS6011QOLR,single-cell ATAC-seq,SHARE-seq,buenrostro-bernstein:SS-LS_8511_seqspec,0.3.0,0.4.0,10000,30000,3,3,True,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI4851ECLV/atac.json,cached,15,6,0,10
IGVFFI4852WGBH,atac,1,"Ansuman Satpathy, Stanford",Christopher Mcginnis,mapping,IGVFDS5893VQJY,single-nucleus ATAC-seq,10x multiome with MULTI-seq,ansuman-satpathy:seqspec_igvf_exp3_atac_10x1_NGS1,0.3.0,0.4.0,10000,40000,4,4,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI4852WGBH/atac.json,cached,18,2,0,5
IGVFFI4853NMIT,rna,1,"Charles Gersbach, Duke",Ian Whaling,functional characterization,IGVFDS0238VKNF,in vitro CRISPR screen using single-cell RNA-seq,Perturb-seq,charles-gersbach:IGVFFI8536YCHC_v0.3.0_upgraded,0.3.0,0.4.0,10000,20000,2,2,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI4853NMIT/rna.json,cached,10,0,1,2
IGVFFI4853VRDQ,tag,1,"Ansuman Satpathy, Stanford",Christopher Mcginnis,mapping,IGVFDS3446FAJU,,10x multiome with MULTI-seq,ansuman-satpathy:seqspec_igvf_exp9_multi_10x2_NGS3,0.3.0,0.4.0,10000,30000,3,3,True,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI4853VRDQ/tag.json,cached,16,4,0,3
IGVFFI4854HKZC,atac,1,"Ryan Corces, Gladstone Institute UCSF",Ryan Corces,mapping,IGVFDS8885GAJV,single-nucleus ATAC-seq,10x multiome,,0.3.0,0.4.0,10000,40000,4,4,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI4854HKZC/atac.json,cached,18,2,0,5
IGVFFI4855YFQU,rna,1,"Jason Buenrostro, Broad",Siddarth Wekhande,mapping,IGVFDS6703CAXM,single-cell RNA sequencing assay,SHARE-seq,buenrostro-bernstein:SS-LS_3976_seqspec,0.3.0,0.4.0,10000,30000,3,3,True,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI4855YFQU/rna.json,cached,16,6,0,10
IGVFFI4856AGOD,atac,1,"Jason Buenrostro, Broad",Siddarth Wekhande,mapping,IGVFDS5017VMEC,single-cell ATAC-seq,SHARE-seq,buenrostro-bernstein:SS-LS_3895_seqspec,0.3.0,0.4.0,10000,30000,3,3,True,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI4856AGOD/atac.json,cached,15,6,0,10
IGVFFI4856CWCP,crispr,1,"Jesse Engreitz, Stanford",Chongyon Park,functional characterization,IGVFDS4385HEGM,,TAP-seq,jesse-engreitz:configuration_file_WTC11_DC-TAP-seq_g12,0.3.0,0.4.0,10000,20000,2,2,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI4856CWCP/crispr.json,cached,12,3,0,2
IGVFFI4856IBUI,rna,1,"Leif Ludwig, MDC",Ludwig Lab,mapping,IGVFDS6733GOIL,single-cell RNA sequencing assay,mtscMultiome,leif-ludwig:measurement2306814102_scRNA_L008_seqspec,0.3.0,0.4.0,10000,20000,2,2,True,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI4856IBUI/rna.json,cached,10,1,0,2
IGVFFI4856OQXZ,atac,1,"Jason Buenrostro, Broad",Siddarth Wekhande,mapping,IGVFDS5041ZNRZ,single-cell ATAC-seq,SHARE-seq,buenrostro-bernstein:SS-LS_8499_seqspec,0.3.0,0.4.0,10000,30000,3,3,True,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI4856OQXZ/atac.json,cached,15,6,0,10
IGVFFI4857ZJPG,crispr,1,"Charles Gersbach, Duke",Alejandro Barrera,functional characterization,IGVFDS4145CIBO,,Perturb-seq,charles-gersbach:mhc-perturb-seq-ipsc-krab-grna15-seqspec,0.3.0,0.4.0,10000,20000,2,2,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI4857ZJPG/crispr.json,cached,12,3,0,2
IGVFFI4859HVJF,rna,1,"Ali Mortazavi, UCI",Diane Trout,mapping,IGVFDS9017UCPQ,single-nucleus RNA sequencing assay,Parse SPLiT-seq,,0.3.0,0.4.0,10000,20000,2,2,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI4859HVJF/rna.json,cached,14,5,0,3
IGVFFI4859PAMN,rna,1,"Jason Buenrostro, Broad",Siddarth Wekhande,mapping,IGVFDS5814GUMD,single-cell RNA sequencing assay,SHARE-seq,buenrostro-bernstein:IGVFFI9156WNCM_seqspec,0.3.0,0.4.0,10000,30000,3,3,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI4859PAMN/rna.json,cached,18,3,0,8
IGVFFI4861KMCO,rna,1,"Leif Ludwig, MDC",Ludwig Lab,mapping,IGVFDS1577JVMN,single-cell RNA sequencing assay,mtscMultiome,leif-ludwig:measurement2305510014_scRNA_L004_seqspec,0.3.0,0.4.0,10000,20000,2,2,True,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI4861KMCO/rna.json,cached,10,1,0,2
IGVFFI4861KWGQ,atac,1,"Jason Buenrostro, Broad",Siddarth Wekhande,mapping,IGVFDS1628VOEK,single-cell ATAC-seq,SHARE-seq,buenrostro-bernstein:SS-LS_8744_seqspec,0.3.0,0.4.0,10000,30000,3,3,True,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI4861KWGQ/atac.json,cached,15,6,0,10
IGVFFI4861PVQD,atac,1,"Jason Buenrostro, Broad",Siddarth Wekhande,mapping,IGVFDS4606LBDI,single-cell ATAC-seq,SHARE-seq,buenrostro-bernstein:SS-LS_8646_seqspec,0.3.0,0.4.0,10000,30000,3,3,True,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI4861PVQD/atac.json,cached,15,6,0,10
IGVFFI4861SQIQ,rna,1,"Jay Shendure, UW",Beth Martin,functional characterization,IGVFDS1159TPQA,in vitro CRISPR screen using single-cell RNA-seq,scCRISPR screen,jay-shendure:CRISPRa_ScaledScreen_neurons_10Xlane5_exprs_seqspec,0.3.0,0.4.0,10000,40000,4,4,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI4861SQIQ/rna.json,cached,19,2,0,10
IGVFFI4863TGZM,rna,1,"Ali Mortazavi, UCI",Diane Trout,mapping,IGVFDS9273IYEC,single-nucleus RNA sequencing assay,Parse SPLiT-seq,,0.3.0,0.4.0,10000,20000,2,2,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI4863TGZM/rna.json,cached,14,5,0,3
IGVFFI4863XLBB,rna,1,"Ryan Corces, Gladstone Institute UCSF",Ryan Corces,mapping,IGVFDS0260KTWD,single-nucleus RNA sequencing assay,10x multiome,,0.3.0,0.4.0,10000,40000,4,4,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI4863XLBB/rna.json,cached,18,3,0,2
IGVFFI4864AYAZ,atac,1,"Jimmie Ye, UCSF",Marcus Alvarez,mapping,IGVFDS9400HPBM,single-nucleus ATAC-seq,10x multiome,jimmie-ye:seqspec-XX15-SC4_snATAC_S2,0.3.0,0.4.0,10000,40000,4,4,True,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI4864AYAZ/atac.json,cached,18,2,0,5
IGVFFI4864HCIP,tag,1,"Ansuman Satpathy, Stanford",Christopher Mcginnis,mapping,IGVFDS7563XAXA,,10x multiome with MULTI-seq,ansuman-satpathy:seqspec_igvf_exp12_multi_10x1_NGS1,0.3.0,0.4.0,10000,30000,3,3,True,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI4864HCIP/tag.json,cached,16,4,0,3
IGVFFI4865CZTC,rna,1,"Ali Mortazavi, UCI",Diane Trout,mapping,IGVFDS7956QADX,single-nucleus RNA sequencing assay,Parse SPLiT-seq,,0.3.0,0.4.0,10000,20000,2,2,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI4865CZTC/rna.json,cached,14,5,0,3
IGVFFI4867AOTB,atac,1,"Jason Buenrostro, Broad",Siddarth Wekhande,mapping,IGVFDS2868BNHX,single-cell ATAC-seq,SHARE-seq,buenrostro-bernstein:SS-LS_4093_seqspec,0.3.0,0.4.0,10000,30000,3,3,True,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI4867AOTB/atac.json,cached,15,6,0,10
IGVFFI4867GRNJ,rna,1,"Ryan Corces, Gladstone Institute UCSF",Ryan Corces,mapping,IGVFDS9077TLNE,single-nucleus RNA sequencing assay,10x multiome,,0.3.0,0.4.0,10000,40000,4,4,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI4867GRNJ/rna.json,cached,19,3,0,5
IGVFFI4868BWAY,rna,1,"Jason Buenrostro, Broad",Siddarth Wekhande,mapping,IGVFDS1828CQSR,single-cell RNA sequencing assay,SHARE-seq,buenrostro-bernstein:SS-LS_1590_seqspec_fixed,0.3.0,0.4.0,10000,20000,2,2,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI4868BWAY/rna.json,cached,14,6,0,8
IGVFFI4868OUHM,atac,1,"Ryan Corces, Gladstone Institute UCSF",Ryan Corces,mapping,IGVFDS2087DWUN,single-nucleus ATAC-seq,10x multiome,,0.3.0,0.4.0,10000,40000,4,4,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI4868OUHM/atac.json,cached,18,2,0,5
IGVFFI4869ZLBM,rna,1,"Jason Buenrostro, Broad",Siddarth Wekhande,mapping,IGVFDS5863OHYL,single-cell RNA sequencing assay,SHARE-seq,buenrostro-bernstein:SS-LS_2586_seqspec_fixed,0.3.0,0.4.0,10000,20000,2,2,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI4869ZLBM/rna.json,cached,14,6,0,8
IGVFFI4870OCDL,rna,1,"Ali Mortazavi, UCI",Diane Trout,mapping,IGVFDS3815NOTJ,single-nucleus RNA sequencing assay,Parse SPLiT-seq,,0.3.0,0.4.0,10000,20000,2,2,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI4870OCDL/rna.json,cached,14,5,0,3
IGVFFI4871UMMB,rna,1,"Ryan Corces, Gladstone Institute UCSF",Ryan Corces,mapping,IGVFDS9755ETJZ,single-nucleus RNA sequencing assay,10x multiome,,0.3.0,0.4.0,10000,40000,4,4,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI4871UMMB/rna.json,cached,18,3,0,2
IGVFFI4871WRKN,rna,1,"Jimmie Ye, UCSF",Marcus Alvarez,mapping,IGVFDS3750XXKP,single-nucleus RNA sequencing assay,10x multiome,jimmie-ye:seqspec-XX21-SC2_snRNA_S0,0.3.0,0.4.0,10000,40000,4,4,True,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI4871WRKN/rna.json,cached,19,3,0,5
IGVFFI4873UGWZ,rna,1,"Jason Buenrostro, Broad",Siddarth Wekhande,mapping,IGVFDS8369XGXD,single-cell RNA sequencing assay,SHARE-seq,buenrostro-bernstein:SS-LS_3934_seqspec,0.3.0,0.4.0,10000,30000,3,3,True,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI4873UGWZ/rna.json,cached,16,6,0,10
IGVFFI4875UKLR,rna,1,"Jason Buenrostro, Broad",Siddarth Wekhande,mapping,IGVFDS6965XHYL,single-cell RNA sequencing assay,SHARE-seq,buenrostro-bernstein:SS-LS_1638_seqspec_fixed,0.3.0,0.4.0,10000,20000,2,2,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI4875UKLR/rna.json,cached,14,6,0,8
IGVFFI4876IXDV,rna,1,"Ryan Corces, Gladstone Institute UCSF",Ryan Corces,mapping,IGVFDS4780LCVB,single-nucleus RNA sequencing assay,10x multiome,,0.3.0,0.4.0,10000,40000,4,4,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI4876IXDV/rna.json,cached,18,3,0,2
IGVFFI4879OLKP,atac,1,"Ryan Corces, Gladstone Institute UCSF",Ryan Corces,mapping,IGVFDS3532ZUCV,single-nucleus ATAC-seq,10x multiome,,0.3.0,0.4.0,10000,40000,4,4,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI4879OLKP/atac.json,cached,18,2,0,5
IGVFFI4880GIXH,atac,1,"Ryan Corces, Gladstone Institute UCSF",Ryan Corces,mapping,IGVFDS5571QAYO,single-nucleus ATAC-seq,10x multiome,,0.3.0,0.4.0,10000,40000,4,4,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI4880GIXH/atac.json,cached,18,2,0,5
IGVFFI4881EUWA,rna,1,"Ryan Corces, Gladstone Institute UCSF",Ryan Corces,mapping,IGVFDS4220YBNS,single-nucleus RNA sequencing assay,10x multiome,,0.3.0,0.4.0,10000,40000,4,4,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI4881EUWA/rna.json,cached,18,3,0,2
IGVFFI4882WXEZ,rna,1,"Ali Mortazavi, UCI",Diane Trout,mapping,IGVFDS2794LUBH,single-nucleus RNA sequencing assay,Parse SPLiT-seq,,0.3.0,0.4.0,10000,20000,2,2,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI4882WXEZ/rna.json,cached,14,5,0,3
IGVFFI4883FKRW,rna,1,"Ali Mortazavi, UCI",Diane Trout,mapping,IGVFDS8355CNFL,single-nucleus RNA sequencing assay,Parse SPLiT-seq,,0.3.0,0.4.0,10000,20000,2,2,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI4883FKRW/rna.json,cached,14,5,0,3
IGVFFI4883RFKL,atac,1,"Ryan Corces, Gladstone Institute UCSF",Ryan Corces,mapping,IGVFDS3732KKVV,single-nucleus ATAC-seq,10x multiome,,0.3.0,0.4.0,10000,40000,4,4,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI4883RFKL/atac.json,cached,18,2,0,5
IGVFFI4883UOKP,rna,1,"Ryan Corces, Gladstone Institute UCSF",Ryan Corces,mapping,IGVFDS7013MCCH,single-nucleus RNA sequencing assay,10x multiome,,0.3.0,0.4.0,10000,40000,4,4,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI4883UOKP/rna.json,cached,18,3,0,2
IGVFFI4884OSWR,atac,1,"Jason Buenrostro, Broad",Siddarth Wekhande,mapping,IGVFDS3189UXGY,single-cell ATAC-seq,SHARE-seq,buenrostro-bernstein:SS-LS_1615_seqspec_fixed,0.3.0,0.4.0,10000,20000,2,2,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI4884OSWR/atac.json,cached,14,5,0,8
IGVFFI4888AIBG,rna,1,"Ryan Corces, Gladstone Institute UCSF",Ryan Corces,mapping,IGVFDS9815DKHR,single-nucleus RNA sequencing assay,10x multiome,,0.3.0,0.4.0,10000,40000,4,4,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI4888AIBG/rna.json,cached,19,3,0,5
IGVFFI4890QRIV,rna,1,"Jimmie Ye, UCSF",Marcus Alvarez,mapping,IGVFDS0789EUEQ,single-nucleus RNA sequencing assay,10x multiome,jimmie-ye:seqspec-XX19-SC1_snRNA_S0,0.3.0,0.4.0,10000,40000,4,4,True,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI4890QRIV/rna.json,cached,19,3,0,5
IGVFFI4891GIRW,crispr,1,"Charles Gersbach, Duke",Alejandro Barrera,functional characterization,IGVFDS7964YOZH,,Perturb-seq,charles-gersbach:mhc-perturb-seq-npc-krab-grna6-seqspec,0.3.0,0.4.0,10000,20000,2,2,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI4891GIRW/crispr.json,cached,12,3,0,2
IGVFFI4892VXAO,rna,1,"Ali Mortazavi, UCI",Diane Trout,mapping,IGVFDS4762RRYV,single-nucleus RNA sequencing assay,Parse SPLiT-seq,,0.3.0,0.4.0,10000,20000,2,2,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI4892VXAO/rna.json,cached,14,5,0,3
IGVFFI4894GDPK,rna,1,"Ali Mortazavi, UCI",Diane Trout,mapping,IGVFDS1044PZYO,single-nucleus RNA sequencing assay,Parse SPLiT-seq,,0.3.0,0.4.0,10000,20000,2,2,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI4894GDPK/rna.json,cached,14,5,0,3
IGVFFI4895PKZD,rna,1,"Ali Mortazavi, UCI",Diane Trout,mapping,IGVFDS4152ZCGO,single-nucleus RNA sequencing assay,Parse SPLiT-seq,,0.3.0,0.4.0,10000,20000,2,2,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI4895PKZD/rna.json,cached,14,5,0,3
IGVFFI4897HGAE,crispr,1,"Charles Gersbach, Duke",Alejandro Barrera,functional characterization,IGVFDS6861WDYQ,,Perturb-seq,charles-gersbach:mhc-perturb-seq-ipsc-p300-grna12-seqspec,0.3.0,0.4.0,10000,20000,2,2,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI4897HGAE/crispr.json,cached,12,3,0,2
IGVFFI4897WHWA,atac,1,"Ryan Corces, Gladstone Institute UCSF",Ryan Corces,mapping,IGVFDS6455YIYD,single-nucleus ATAC-seq,10x multiome,,0.3.0,0.4.0,10000,40000,4,4,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI4897WHWA/atac.json,cached,18,2,0,5
IGVFFI4897YCHS,atac,1,"Ryan Corces, Gladstone Institute UCSF",Ryan Corces,mapping,IGVFDS2886SAMH,single-nucleus ATAC-seq,10x multiome,,0.3.0,0.4.0,10000,40000,4,4,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI4897YCHS/atac.json,cached,18,2,0,5
IGVFFI4898WSLS,atac,1,"Ansuman Satpathy, Stanford",Christopher Mcginnis,functional characterization,IGVFDS0008XKIZ,single-nucleus ATAC-seq,10x multiome with MULTI-seq,ansuman-satpathy:seqspec_igvf_exp16_atac_10x5_NGS1,0.3.0,0.4.0,10000,40000,4,4,True,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI4898WSLS/atac.json,cached,18,2,0,5
IGVFFI4899XJWN,atac,1,"Ryan Corces, Gladstone Institute UCSF",Ryan Corces,mapping,IGVFDS7554VLPG,single-nucleus ATAC-seq,10x multiome,,0.3.0,0.4.0,10000,40000,4,4,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI4899XJWN/atac.json,cached,18,2,0,5
IGVFFI4899YRNT,atac,1,"Ryan Corces, Gladstone Institute UCSF",Ryan Corces,mapping,IGVFDS2890YOZM,single-nucleus ATAC-seq,10x multiome,,0.3.0,0.4.0,10000,40000,4,4,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI4899YRNT/atac.json,cached,18,2,0,5
IGVFFI4902DVZC,rna,1,"Ali Mortazavi, UCI",Diane Trout,mapping,IGVFDS1488TNBT,single-nucleus RNA sequencing assay,Parse SPLiT-seq,,0.3.0,0.4.0,10000,20000,2,2,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI4902DVZC/rna.json,cached,14,5,0,3
IGVFFI4903GVEQ,rna,1,"Ali Mortazavi, UCI",Diane Trout,mapping,IGVFDS7414NIIE,single-nucleus RNA sequencing assay,Parse SPLiT-seq,,0.3.0,0.4.0,10000,20000,2,2,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI4903GVEQ/rna.json,cached,14,5,0,3
IGVFFI4903IJGC,rna,1,"Thomas Quertermous, Stanford",Chongyon Park,functional characterization,IGVFDS3948PWVM,in vitro CRISPR screen using single-cell RNA-seq,TAP-seq,thomas-quertermous:HCASMC2105_dCas9KRABzim3_TAPseq_large_configuration_files_rna_seqspec_10xlane2,0.3.0,0.4.0,10000,40000,4,4,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI4903IJGC/rna.json,cached,16,5,0,2
IGVFFI4904AHCJ,atac,1,"Jason Buenrostro, Broad",Siddarth Wekhande,mapping,IGVFDS0001EZIS,single-cell ATAC-seq,SHARE-seq,buenrostro-bernstein:SS-LS_1637_seqspec_fixed,0.3.0,0.4.0,10000,20000,2,2,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI4904AHCJ/atac.json,cached,13,5,0,9
IGVFFI4904HGVS,atac,1,"Jason Buenrostro, Broad",Siddarth Wekhande,mapping,IGVFDS9590NQAN,single-cell ATAC-seq,SHARE-seq,buenrostro-bernstein:SS-LS_8856_seqspec,0.3.0,0.4.0,10000,30000,3,3,True,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI4904HGVS/atac.json,cached,15,6,0,10
IGVFFI4905MTVU,atac,1,"Ryan Corces, Gladstone Institute UCSF",Ryan Corces,mapping,IGVFDS3500WEWQ,single-nucleus ATAC-seq,10x multiome,,0.3.0,0.4.0,10000,40000,4,4,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI4905MTVU/atac.json,cached,18,2,0,5
IGVFFI4906VOJS,rna,1,"Jason Buenrostro, Broad",Siddarth Wekhande,mapping,IGVFDS5237LXYL,single-cell RNA sequencing assay,SHARE-seq,buenrostro-bernstein:SS-LS_1560_seqspec_fixed,0.3.0,0.4.0,10000,20000,2,2,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI4906VOJS/rna.json,cached,14,6,0,8
IGVFFI4907MPIW,rna,1,"Leif Ludwig, MDC",Ludwig Lab,mapping,IGVFDS4268NDWT,single-cell RNA sequencing assay,mtscMultiome,leif-ludwig:measurement2307528004_scRNA_L003_seqspec,0.3.0,0.4.0,10000,20000,2,2,True,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI4907MPIW/rna.json,cached,10,1,0,2
IGVFFI4908FGFW,atac,1,"Jason Buenrostro, Broad",Siddarth Wekhande,mapping,IGVFDS5266ONOB,single-cell ATAC-seq,SHARE-seq,buenrostro-bernstein:SS-LS_2363_seqspec_fixed,0.3.0,0.4.0,10000,20000,2,2,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI4908FGFW/atac.json,cached,13,5,0,9
IGVFFI4908NRNE,rna,1,"Jason Buenrostro, Broad",Siddarth Wekhande,mapping,IGVFDS1530NDJN,single-cell RNA sequencing assay,SHARE-seq,buenrostro-bernstein:SS-LS_8420_seqspec,0.3.0,0.4.0,10000,20000,2,2,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI4908NRNE/rna.json,cached,14,6,0,8
IGVFFI4912FXKY,rna,1,"Ryan Corces, Gladstone Institute UCSF",Ryan Corces,mapping,IGVFDS1974AEPV,single-nucleus RNA sequencing assay,10x multiome,,0.3.0,0.4.0,10000,40000,4,4,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI4912FXKY/rna.json,cached,18,3,0,2
IGVFFI4913YESJ,rna,1,"Ali Mortazavi, UCI",Diane Trout,mapping,IGVFDS0005ORLJ,single-nucleus RNA sequencing assay,Parse SPLiT-seq,,0.3.0,0.4.0,10000,20000,2,2,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI4913YESJ/rna.json,cached,14,5,0,3
IGVFFI4914UAQV,rna,1,"Ali Mortazavi, UCI",Diane Trout,mapping,IGVFDS6366OVBK,single-nucleus RNA sequencing assay,Parse SPLiT-seq,,0.3.0,0.4.0,10000,20000,2,2,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI4914UAQV/rna.json,cached,14,5,0,3
IGVFFI4918VQFP,rna,1,"Ali Mortazavi, UCI",Diane Trout,mapping,IGVFDS7956QADX,single-nucleus RNA sequencing assay,Parse SPLiT-seq,,0.3.0,0.4.0,10000,20000,2,2,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI4918VQFP/rna.json,cached,14,5,0,3
IGVFFI4919DFLP,rna,1,"Ansuman Satpathy, Stanford",Christopher Mcginnis,mapping,IGVFDS1581RZTR,single-nucleus RNA sequencing assay,10x multiome with MULTI-seq,ansuman-satpathy:seqspec_igvf_exp12_rna_10x6_NGS7,0.3.0,0.4.0,10000,40000,4,4,True,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI4919DFLP/rna.json,cached,18,3,0,2
IGVFFI4919JQRD,atac,1,"Ryan Corces, Gladstone Institute UCSF",Ryan Corces,mapping,IGVFDS9100VWOR,single-nucleus ATAC-seq,10x multiome,,0.3.0,0.4.0,10000,40000,4,4,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI4919JQRD/atac.json,cached,18,2,0,5
IGVFFI4922CHNS,rna,1,"Ryan Corces, Gladstone Institute UCSF",Ryan Corces,mapping,IGVFDS8219ZWGY,single-nucleus RNA sequencing assay,10x multiome,,0.3.0,0.4.0,10000,40000,4,4,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI4922CHNS/rna.json,cached,18,3,0,2
